图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE06000163,钟、表、时钟、闹钟,1618282136024T0604VE06000163VE009781618282365748,闹钟,0,0,0,5,1,那周,"['na', 'zhou']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '那周', 'pinyin': ""['na', 'zhou']"", 'nearest': ['na', 'zhou'], 'minDis': 1.5}",0,,1
VE06000163,钟、表、时钟、闹钟,1618295228848T0605VE06000163VE009781618295469588,这是闹钟,0,0,0,4,1,这是、闹钟,"['zhe', 'shi', 'nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '这是、闹钟', 'pinyin': ""['zhe', 'shi', 'nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618295615703T0604VE06000163VE009781618295883347,钟,0,0,0,3,1,周,['zhou'],"['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '周', 'pinyin': ""['zhou']"", 'nearest': ['zhou'], 'minDis': 2.0}",0,,1
VE06000163,钟、表、时钟、闹钟,1618447854715T0605VE06000163VE009781618448000911,钟,0,0,0,2,1,中,['zhong'],"['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '中', 'pinyin': ""['zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618448900511T0604VE06000163VE009781618449115122,闹钟,0,0,0,4,1,闹钟,"['nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '闹钟', 'pinyin': ""['nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618451774229T0605VE06000163VE009781618451906819,闹钟,0,0,0,3,1,好多,"['hao', 'duo']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '好多', 'pinyin': ""['hao', 'duo']"", 'nearest': ['hao'], 'minDis': 2.0}",0,,1
VE06000163,钟、表、时钟、闹钟,1618452740249T0604VE06000163VE009781618452945331,闹钟,0,0,0,4,1,闹钟,"['nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '闹钟', 'pinyin': ""['nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618453308633T0605VE06000163VE009781618453420020,这是时钟,0,0,0,5,1,这是时钟,"['zhe', 'shi', 'shi', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '这是时钟', 'pinyin': ""['zhe', 'shi', 'shi', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618455677099T0604VE06000163VE009781618455865566,钟,0,0,0,3,1,中,['zhong'],"['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '中', 'pinyin': ""['zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['shu-zi'],{},-1,-1,-1
VE06000164,梳子,1342T0601VE06000164VE00001,/,0,0,0,0,0,合同啊,"['he', 'tong', 'a']",['shu-zi'],"{'word': '合同啊', 'pinyin': ""['he', 'tong', 'a']"", 'nearest': ['he', 'tong'], 'minDis': 3.1}",0,0,0
VE06000164,梳子,1344T0604VE06000164VE00001,梳子,0,0,0,3,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1345T0603VE06000164VE00001,梳子,0,0,0,4,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1348T0601VE06000164VE00001,是梳子,0,0,0,4,1,数字,"['shu', 'zi']",['shu-zi'],"{'word': '数字', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1349T0603VE06000164VE00001,梳子,0,0,0,3,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618188869654T0603VE06000164VE000011618189088632,梳子,0,0,0,4,1,,[''],['shu-zi'],{},-1,-1,-1
VE06000164,梳子,1618190311406T0601VE06000164VE000011618190658214,梳子,0,0,0,5,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618191717238T0604VE06000164VE000011618191892948,嘟子,0,0,0,4,1,独自,"['du', 'zi']",['shu-zi'],"{'word': '独自', 'pinyin': ""['du', 'zi']"", 'nearest': ['du', 'zi'], 'minDis': 1.0}",0,,1
VE06000164,梳子,1618193100995T0604VE06000164VE000011618193290113,梳子,0,0,0,5,1,,[''],['shu-zi'],{},-1,-1,-1
VE06000164,梳子,1618194328063T0601VE06000164VE000011618194516728,屋子,0,0,0,3,1,胡子啊,"['hu', 'zi', 'a']",['shu-zi'],"{'word': '胡子啊', 'pinyin': ""['hu', 'zi', 'a']"", 'nearest': ['hu', 'zi'], 'minDis': 0.5}",0,1,0
VE06000164,梳子,1618194888019T0603VE06000164VE000011618195075408,梳子,0,0,0,4,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618195512593T0603VE06000164VE000011618195657505,梳子,0,0,0,3,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618275960253T0604VE06000164VE000011618276141578,子,0,0,0,1,0,对,['dui'],['shu-zi'],"{'word': '对', 'pinyin': ""['dui']""}",-1,-1,-1
VE06000164,梳子,1618276501878T0601VE06000164VE000011618276806933,梳子,0,0,0,4,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618279332680T0601VE06000164VE000011618279559583,嗦子,0,0,0,4,1,梭子,"['suo', 'zi']",['shu-zi'],"{'word': '梭子', 'pinyin': ""['suo', 'zi']"", 'nearest': ['suo', 'zi'], 'minDis': 0.75}",0,1,0
VE06000164,梳子,1618280487348T0603VE06000164VE000011618280701782,/,0,0,0,0,0,,[''],['shu-zi'],{},-1,-1,-1
VE06000164,梳子,1618280905927T0604VE06000164VE000011618281072098,这是梳子,0,0,0,4,1,这是梳子,"['zhe', 'shi', 'shu', 'zi']",['shu-zi'],"{'word': '这是梳子', 'pinyin': ""['zhe', 'shi', 'shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618281729843T0603VE06000164VE000011618281921871,这是梳子,0,0,0,4,1,这是梳子,"['zhe', 'shi', 'shu', 'zi']",['shu-zi'],"{'word': '这是梳子', 'pinyin': ""['zhe', 'shi', 'shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618282136024T0604VE06000164VE000011618282307321,梳子,0,0,0,4,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618295615703T0604VE06000164VE000011618295819201,梳子,0,0,0,3,1,,[''],['shu-zi'],{},-1,-1,-1
VE06000164,梳子,1618448900511T0604VE06000164VE000011618449059945,梳子,0,0,0,4,1,梳子,"['shu', 'zi']",['shu-zi'],"{'word': '梳子', 'pinyin': ""['shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618449325726T0603VE06000164VE000011618449512248,说子,0,0,0,3,1,说字,"['shuo', 'zi']",['shu-zi'],"{'word': '说字', 'pinyin': ""['shuo', 'zi']"", 'nearest': ['shuo', 'zi'], 'minDis': 0.5}",0,1,0
VE06000164,梳子,1618449720214T0601VE06000164VE000011618449942684,这是梳子,0,0,0,3,1,这是梳子,"['zhe', 'shi', 'shu', 'zi']",['shu-zi'],"{'word': '这是梳子', 'pinyin': ""['zhe', 'shi', 'shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618452037246T0601VE06000164VE000011618452213889,这是树子,0,0,0,4,1,这是数字,"['zhe', 'shi', 'shu', 'zi']",['shu-zi'],"{'word': '这是数字', 'pinyin': ""['zhe', 'shi', 'shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618452409584T0603VE06000164VE000011618452601132,梳子,0,0,0,3,1,初中,"['chu', 'zhong']",['shu-zi'],"{'word': '初中', 'pinyin': ""['chu', 'zhong']"", 'nearest': ['chu', 'zhong'], 'minDis': 2.3}",0,0,0
VE06000164,梳子,1618452740249T0604VE06000164VE000011618452888674,梳子,0,0,0,3,1,叔侄,"['shu', 'zhi']",['shu-zi'],"{'word': '叔侄', 'pinyin': ""['shu', 'zhi']"", 'nearest': ['shu', 'zhi'], 'minDis': 0.4}",0,1,0
VE06000164,梳子,1618454746850T0603VE06000164VE000011618454933500,这是梳子,0,0,0,4,1,这是梳子,"['zhe', 'shi', 'shu', 'zi']",['shu-zi'],"{'word': '这是梳子', 'pinyin': ""['zhe', 'shi', 'shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618455059969T0601VE06000164VE000011618455257214,把梳子,0,0,0,3,1,把梳子,"['ba', 'shu', 'zi']",['shu-zi'],"{'word': '把梳子', 'pinyin': ""['ba', 'shu', 'zi']"", 'nearest': ['shu', 'zi'], 'minDis': 0.0}",0,1,0
VE06000164,梳子,1618455677099T0604VE06000164VE000011618455810653,子,0,0,0,2,0,是啊,"['shi', 'a']",['shu-zi'],"{'word': '是啊', 'pinyin': ""['shi', 'a']"", 'nearest': ['shi', 'a'], 'minDis': 1.7000000000000002}",0,,1
VE06000165,条,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['tiao'],{},-1,-1,-1
VE06000165,条,1341T0602VE06000165VE00970,/,0,1,0,0,0,不知道,"['bu', 'zhi', 'dao']",['tiao'],"{'word': '不知道', 'pinyin': ""['bu', 'zhi', 'dao']"", 'nearest': ['dao'], 'minDis': 1.9}",0,,1
VE06000165,条,1342T0601VE06000165VE00970,一颗一颗的,0,0,0,1,0,一个一个,"['yi', 'ge', 'yi', 'ge']",['tiao'],"{'word': '一个一个', 'pinyin': ""['yi', 'ge', 'yi', 'ge']"", 'nearest': ['yi'], 'minDis': 3.0}",0,0,0
VE06000165,条,1348T0601VE06000165VE00970,是一个的,0,0,0,5,0,是一个的,"['shi', 'yi', 'ge', 'de']",['tiao'],"{'word': '是一个的', 'pinyin': ""['shi', 'yi', 'ge', 'de']"", 'nearest': ['yi'], 'minDis': 3.0}",0,0,0
VE06000165,条,1618189717760T0602VE06000165VE009701618189913059,一个,0,0,0,5,0,一个,"['yi', 'ge']",['tiao'],"{'word': '一个', 'pinyin': ""['yi', 'ge']"", 'nearest': ['yi'], 'minDis': 3.0}",0,0,0
VE06000165,条,1618190311406T0601VE06000165VE009701618190528205,/,0,0,0,0,0,,[''],['tiao'],{},-1,-1,-1
VE06000165,条,1618193735771T0602VE06000165VE009701618193901222,鱼是一粒一粒的小花片,0,0,0,5,0,鱼是一粒一粒的小花片,"['yu', 'shi', 'yi', 'li', 'yi', 'li', 'de', 'xiao', 'hua', 'pian']",['tiao'],"{'word': '鱼是一粒一粒的小花片', 'pinyin': ""['yu', 'shi', 'yi', 'li', 'yi', 'li', 'de', 'xiao', 'hua', 'pian']"", 'nearest': ['xiao'], 'minDis': 1.0}",0,,1
VE06000165,条,1618194328063T0601VE06000165VE009701618194451464,/,rui4yi1ze3,0,0,1,0,,[''],['tiao'],{},-1,-1,-1
VE06000165,条,1618196018573T0602VE06000165VE009701618196234381,一条一条,0,0,0,4,1,一条一条,"['yi', 'tiao', 'yi', 'tiao']",['tiao'],"{'word': '一条一条', 'pinyin': ""['yi', 'tiao', 'yi', 'tiao']"", 'nearest': ['tiao'], 'minDis': 0.0}",0,1,0
VE06000165,条,1618276501878T0601VE06000165VE009701618276673216,/,0,0,0,0,0,,[''],['tiao'],{},-1,-1,-1
VE06000165,条,1618279332680T0601VE06000165VE009701618279487176,鱼也是一颗一颗的,0,0,0,3,0,鱼也是一颗一颗的,"['yu', 'ye', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']",['tiao'],"{'word': '鱼也是一颗一颗的', 'pinyin': ""['yu', 'ye', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']"", 'nearest': ['yi'], 'minDis': 3.0}",0,0,0
VE06000165,条,1618279667480T0602VE06000165VE009701618279873324,一条一条的,0,0,0,5,1,一条一条的,"['yi', 'tiao', 'yi', 'tiao', 'de']",['tiao'],"{'word': '一条一条的', 'pinyin': ""['yi', 'tiao', 'yi', 'tiao', 'de']"", 'nearest': ['tiao'], 'minDis': 0.0}",0,1,0
VE06000165,条,1618282675120T0602VE06000165VE009701618282847116,条鱼,0,0,0,3,1,前儿一,"['qian', 'er', 'yi']",['tiao'],"{'word': '前儿一', 'pinyin': ""['qian', 'er', 'yi']"", 'nearest': ['qian'], 'minDis': 2.0}",0,,1
VE06000165,条,1618449720214T0601VE06000165VE009701618449854744,/,0,0,0,0,0,这有多少叶子？,"['zhe', 'you', 'duo', 'shao', 'ye', 'zi']",['tiao'],"{'word': '这有多少叶子？', 'pinyin': ""['zhe', 'you', 'duo', 'shao', 'ye', 'zi']"", 'nearest': ['duo'], 'minDis': 2.9}",0,0,0
VE06000165,条,1618451426336T0602VE06000165VE009701618451591463,一只，一只鱼,0,0,0,3,0,你自己,"['ni', 'zi', 'ji']",['tiao'],"{'word': '你自己', 'pinyin': ""['ni', 'zi', 'ji']"", 'nearest': ['ni'], 'minDis': 3.0}",0,0,0
VE06000165,条,1618452037246T0601VE06000165VE009701618452142410,一颗鱼,0,0,0,3,0,这可以说是一颗鱼,"['zhe', 'ke', 'yi', 'shuo', 'shi', 'yi', 'ke', 'yu']",['tiao'],"{'word': '这可以说是一颗鱼', 'pinyin': ""['zhe', 'ke', 'yi', 'shuo', 'shi', 'yi', 'ke', 'yu']"", 'nearest': ['yi'], 'minDis': 3.0}",0,0,0
VE06000165,条,1618453029145T0602VE06000165VE009701618453189847,鱼是一得哑得,0,0,0,3,0,鱼的鱼的鱼咬的,"['yu', 'de', 'yu', 'de', 'yu', 'yao', 'de']",['tiao'],"{'word': '鱼的鱼的鱼咬的', 'pinyin': ""['yu', 'de', 'yu', 'de', 'yu', 'yao', 'de']"", 'nearest': ['yao'], 'minDis': 2.0}",0,,1
VE06000165,条,1618453584002T0602VE06000165VE009701618453778467,大鱼是河,0,0,0,4,0,大鱼适合,"['da', 'yu', 'shi', 'he']",['tiao'],"{'word': '大鱼适合', 'pinyin': ""['da', 'yu', 'shi', 'he']"", 'nearest': ['da'], 'minDis': 2.9}",0,0,0
VE06000165,条,1618455059969T0601VE06000165VE009701618455180203,/,0,0,0,0,0,然后我可以,"['ran', 'hou', 'wo', 'ke', 'yi']",['tiao'],"{'word': '然后我可以', 'pinyin': ""['ran', 'hou', 'wo', 'ke', 'yi']"", 'nearest': ['ran'], 'minDis': 3.0}",0,0,0
VE06000166,旗子、旗帜、红旗、国旗,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']",{},-1,-1,-1
VE06000166,旗子、旗帜、红旗、国旗,1341T0602VE06000166VE00189,五星红旗,0,0,0,3,1,五星红旗,"['wu', 'xing', 'hong', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '五星红旗', 'pinyin': ""['wu', 'xing', 'hong', 'qi']"", 'nearest': ['hong', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1345T0603VE06000166VE00189,红旗,0,0,0,2,1,不用急,"['bu', 'yong', 'ji']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '不用急', 'pinyin': ""['bu', 'yong', 'ji']"", 'nearest': ['yong', 'ji'], 'minDis': 0.95}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1349T0603VE06000166VE00189,国旗,0,0,0,4,1,国旗,"['guo', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '国旗', 'pinyin': ""['guo', 'qi']"", 'nearest': ['guo', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618188869654T0603VE06000166VE001891618189074606,旗子啊,0,0,0,5,1,旗子啊,"['qi', 'zi', 'a']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '旗子啊', 'pinyin': ""['qi', 'zi', 'a']"", 'nearest': ['qi', 'zi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618193735771T0602VE06000166VE001891618193885792,旗子,0,0,0,5,1,旗子,"['qi', 'zi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '旗子', 'pinyin': ""['qi', 'zi']"", 'nearest': ['qi', 'zi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618194888019T0603VE06000166VE001891618195057456,中国国旗,0,0,0,5,1,中国国旗,"['zhong', 'guo', 'guo', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '中国国旗', 'pinyin': ""['zhong', 'guo', 'guo', 'qi']"", 'nearest': ['guo', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618195512593T0603VE06000166VE001891618195646245,额,0,0,0,1,0,嗯,['en'],"['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE06000166,旗子、旗帜、红旗、国旗,1618196018573T0602VE06000166VE001891618196224274,旗子,0,0,0,4,1,旗子,"['qi', 'zi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '旗子', 'pinyin': ""['qi', 'zi']"", 'nearest': ['qi', 'zi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618279667480T0602VE06000166VE001891618279855014,旗子,0,0,0,4,1,旗子,"['qi', 'zi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '旗子', 'pinyin': ""['qi', 'zi']"", 'nearest': ['qi', 'zi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618280487348T0603VE06000166VE001891618280686310,子,0,0,0,2,0,这,['zhe'],"['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '这', 'pinyin': ""['zhe']""}",-1,-1,-1
VE06000166,旗子、旗帜、红旗、国旗,1618281729843T0603VE06000166VE001891618281907342,这是红旗,0,0,0,4,1,这是红旗,"['zhe', 'shi', 'hong', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '这是红旗', 'pinyin': ""['zhe', 'shi', 'hong', 'qi']"", 'nearest': ['hong', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618282675120T0602VE06000166VE001891618282837479,一,0,0,0,1,0,一,['yi'],"['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '一', 'pinyin': ""['yi']""}",-1,-1,-1
VE06000166,旗子、旗帜、红旗、国旗,1618449325726T0603VE06000166VE001891618449498559,红旗,0,0,0,2,1,,[''],"['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']",{},-1,-1,-1
VE06000166,旗子、旗帜、红旗、国旗,1618451426336T0602VE06000166VE001891618451577516,红旗,0,0,0,4,1,红旗,"['hong', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '红旗', 'pinyin': ""['hong', 'qi']"", 'nearest': ['hong', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618452409584T0603VE06000166VE001891618452588795,一,0,0,0,2,0,一,['yi'],"['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '一', 'pinyin': ""['yi']""}",-1,-1,-1
VE06000166,旗子、旗帜、红旗、国旗,1618453029145T0602VE06000166VE001891618453178720,国旗,0,0,0,3,1,国旗,"['guo', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '国旗', 'pinyin': ""['guo', 'qi']"", 'nearest': ['guo', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618453584002T0602VE06000166VE001891618453766171,是红旗,0,0,0,3,1,是红旗,"['shi', 'hong', 'qi']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '是红旗', 'pinyin': ""['shi', 'hong', 'qi']"", 'nearest': ['hong', 'qi'], 'minDis': 0.0}",0,1,0
VE06000166,旗子、旗帜、红旗、国旗,1618454746850T0603VE06000166VE001891618454918013,这是红旗,0,0,0,4,1,这是横琴,"['zhe', 'shi', 'heng', 'qin']","['qi-zi', 'qi-zhi', 'hong-qi', 'guo-qi']","{'word': '这是横琴', 'pinyin': ""['zhe', 'shi', 'heng', 'qin']"", 'nearest': ['heng', 'qin'], 'minDis': 1.0}",0,,1
VE06000167,扩音器、麦克风、话筒,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']",{},-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1342T0601VE06000167VE00442,不晓得,0,0,0,2,0,歌友的,"['ge', 'you', 'de']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '歌友的', 'pinyin': ""['ge', 'you', 'de']"", 'nearest': ['ge', 'you', 'de'], 'minDis': 2.4}",0,0,0
VE06000167,扩音器、麦克风、话筒,1344T0604VE06000167VE00442,话筒,0,0,0,3,1,话筒,"['hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '话筒', 'pinyin': ""['hua', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1348T0601VE06000167VE00442,话筒,0,0,0,4,1,大桶,"['da', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '大桶', 'pinyin': ""['da', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618190311406T0601VE06000167VE004421618190706782,话筒,0,0,0,3,1,话筒,"['hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '话筒', 'pinyin': ""['hua', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618191717238T0604VE06000167VE004421618191931536,一话筒,0,0,0,3,1,一话筒,"['yi', 'hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '一话筒', 'pinyin': ""['yi', 'hua', 'tong']"", 'nearest': ['hua', 'tong'], 'minDis': 0.0}",0,1,0
VE06000167,扩音器、麦克风、话筒,1618193100995T0604VE06000167VE004421618193326829,乐器,0,0,0,4,0,乐器,"['le', 'qi']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '乐器', 'pinyin': ""['le', 'qi']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618194328063T0601VE06000167VE004421618194552476,唱歌的,0,0,0,4,0,唱歌的,"['chang', 'ge', 'de']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '唱歌的', 'pinyin': ""['chang', 'ge', 'de']"", 'nearest': ['chang', 'ge', 'de'], 'minDis': 2.6666666666666665}",0,0,0
VE06000167,扩音器、麦克风、话筒,1618275960253T0604VE06000167VE004421618276186717,话筒,0,0,0,4,1,话筒,"['hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '话筒', 'pinyin': ""['hua', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618276501878T0601VE06000167VE004421618276884910,话筒,0,0,0,4,1,话筒,"['hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '话筒', 'pinyin': ""['hua', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618279332680T0601VE06000167VE004421618279600999,话筒,0,0,0,4,1,话筒,"['hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '话筒', 'pinyin': ""['hua', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618280905927T0604VE06000167VE004421618281109348,这是，这是话筒,0,0,0,5,1,这是这是话筒,"['zhe', 'shi', 'zhe', 'shi', 'hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '这是这是话筒', 'pinyin': ""['zhe', 'shi', 'zhe', 'shi', 'hua', 'tong']"", 'nearest': ['hua', 'tong'], 'minDis': 0.0}",0,1,0
VE06000167,扩音器、麦克风、话筒,1618282136024T0604VE06000167VE004421618282350888,话筒,0,0,0,5,1,话筒,"['hua', 'tong']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '话筒', 'pinyin': ""['hua', 'tong']""}",-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618295615703T0604VE06000167VE004421618295866202,话筒,0,0,0,4,1,,[''],"['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']",{},-1,-1,-1
VE06000167,扩音器、麦克风、话筒,1618448900511T0604VE06000167VE004421618449094210,/,0,0,0,0,0,呃里边呢管里面是,"['e', 'li', 'bian', 'ni', 'guan', 'li', 'mian', 'shi']","['kuo-yin-qi', 'mai-ke-feng', 'hua-tong']","{'word': '呃里边呢管里面是', 'pinyin': ""['e', 'li', 'bian', 'ni', 'guan', 'li', 'mian', 'shi']"", 'nearest': ['li', 'bian', 'ni'], 'minDis': 2.0}",0,,1
